time; pose_x; pose_y; pose_heading;  gps_x; gps_y; speed_x; speed_y; acc_x; acc_y; actual_pos_x; actual_pos_y
6.528; -2.68757; 9.70943e-05; -0.00252632; -2.77455; 1.86225e-06; 0.144538; -0.000365876; -0.00972633; 2.45718e-05; -2.71025; 8.27883e-07
6.544; -2.68526; 7.95792e-05; -0.00757895; -2.77455; 1.86225e-06; 0.14434; -0.00109469; -0.0121702; 9.22387e-05; -2.70824; 8.72803e-07
6.56; -2.68295; 8.53928e-05; 0.00252632; -2.77455; 1.86225e-06; 0.144113; 0.00036335; -0.0143801; -3.63289e-05; -2.70623; 9.28273e-07
6.576; -2.68065; 0.000102825; 0.00757895; -2.77455; 1.86225e-06; 0.143849; 0.00108951; -0.0163239; -0.000123721; -2.70422; 9.93989e-07
6.592; -2.67836; 9.70104e-05; -0.00252632; -2.77455; 1.86225e-06; 0.143565; -0.000363417; -0.0179765; 4.54143e-05; -2.70221; 1.06951e-06
6.608; -2.67606; 0.000102789; 0.00252632; -2.77455; 1.86225e-06; 0.143256; 0.000361183; -0.0193146; -4.8795e-05; -2.7002; 1.15425e-06
6.624; -2.67378; 9.70003e-05; -0.00252632; -2.77455; 1.86225e-06; 0.14293; -0.000361814; -0.020322; 5.134e-05; -2.69819; 1.24752e-06
6.64; -2.6715; 7.68155e-05; -0.00884211; -2.77455; 1.86225e-06; 0.142589; -0.00126155; -0.0209864; 0.000185569; -2.69618; 1.34847e-06
6.656; -2.66922; 9.98038e-05; 0.0101053; -2.77455; 1.86225e-06; 0.142247; 0.00143677; -0.0213029; -0.000215279; -2.69417; 1.45617e-06
6.672; -2.66695; 0.000114133; 0.00631579; -2.77455; 1.86225e-06; 0.141911; 0.000895566; -0.0212714; -0.000134347; -2.69216; 1.56957e-06
6.688; -2.66468; 0.000102676; -0.00505263; -2.77455; 1.86225e-06; 0.141578; -0.000716072; -0.0208951; 0.000105576; -2.69015; 1.68752e-06
6.704; -2.66242; 0.000116938; 0.00631579; -2.77455; 1.86225e-06; 0.141254; 0.000891414; -0.0201846; -0.000127483; -2.68814; 1.80881e-06
6.72; -2.66017; 0.000119775; 0.00126316; -2.77455; 1.86225e-06; 0.14095; 0.000177316; -0.0191559; -2.41969e-05; -2.68613; 1.93214e-06
6.736; -2.65792; 0.000108392; -0.00505263; -2.77455; 1.86225e-06; 0.140663; -0.000711451; -0.0178259; 9.00684e-05; -2.68412; 2.05616e-06
6.752; -2.65567; 0.00010838; 2.42861e-17; -2.77455; 1.86225e-06; 0.140405; -7.26345e-07; -0.0162327; -3.9423e-19; -2.68211; 2.17989e-06
6.768; -2.65343; 0.000108369; 2.42861e-17; -2.77455; 1.86225e-06; 0.140175; -7.26345e-07; -0.0143946; -3.49589e-19; -2.6801; 2.30298e-06
6.784; -2.65119; 0.00012816; 0.00884211; -2.77455; 1.86225e-06; 0.139972; 0.00123695; -0.0123403; -0.000109117; -2.67809; 2.42515e-06
6.8; -2.64895; 0.000136626; 0.00378947; -2.77455; 1.86225e-06; 0.139815; 0.000529101; -0.0100977; -3.82653e-05; -2.67608; 2.5461e-06
6.816; -2.64672; 0.000122498; -0.00631579; -2.77455; 1.86225e-06; 0.13969; -0.00088299; -0.00769093; 4.85749e-05; -2.67407; 2.66562e-06
6.832; -2.64448; 0.000122486; 2.86229e-17; -2.77455; 1.86225e-06; 0.139611; -7.26345e-07; -0.00513399; -1.4695e-19; -2.67206; 2.78349e-06
6.848; -2.64225; 0.000125295; 0.00126316; -2.77455; 1.86225e-06; 0.13957; 0.000175573; -0.00249944; -3.15719e-06; -2.67006; 2.89902e-06
6.864; -2.64002; 0.000125284; 2.86229e-17; -2.77455; 1.86225e-06; 0.139574; -7.26345e-07; 0.000216908; 6.20856e-21; -2.66805; 3.01105e-06
6.88; -2.63778; 0.000119629; -0.00252632; -2.77455; 1.86225e-06; 0.139621; -0.000353454; 0.00296706; -7.49574e-06; -2.66604; 3.11841e-06
6.896; -2.63555; 0.000116793; -0.00126316; -2.77455; 1.86225e-06; 0.139713; -0.000177206; 0.00571449; -7.2183e-06; -2.66403; 3.22004e-06
6.912; -2.63331; 0.000116782; 2.88398e-17; -2.77455; 1.86225e-06; 0.139848; -7.26345e-07; 0.00842221; 2.42895e-19; -2.66202; 3.31492e-06
6.928; -2.63107; 0.00011111; -0.00252632; -2.77455; 1.86225e-06; 0.140024; -0.000354472; 0.0110533; -2.79243e-05; -2.66001; 3.40212e-06
6.944; -2.62883; 0.000116767; 0.00252632; -2.77455; 1.86225e-06; 0.140241; 0.000353568; 0.0135717; 3.42864e-05; -2.658; 3.48085e-06
6.96; -2.62658; 0.000122435; 0.00252632; -2.77455; 1.86225e-06; 0.140496; 0.000354213; 0.0159421; 4.02749e-05; -2.65599; 3.55038e-06
6.976; -2.62432; 0.000122423; 2.81893e-17; -2.77455; 1.86225e-06; 0.140787; -7.26345e-07; 0.0181312; 5.11106e-19; -2.65398; 3.61016e-06
6.992; -2.62207; 0.000142374; 0.00884211; -2.77455; 1.86225e-06; 0.141103; 0.00124695; 0.0201069; 0.000177792; -2.65197; 3.65973e-06
7.008; -2.6198; 0.000153798; 0.00505263; -2.77455; 1.86225e-06; 0.141456; 0.000714006; 0.0218424; 0.000110363; -2.64996; 3.69878e-06
7.024; -2.62105; 0.000118677; -0.00884211; -2.64795; 3.72715e-06; 0.141231; -0.00125734; 0.0233098; -0.000206113; -2.64795; 3.72715e-06
7.04; -2.61879; 0.000135715; 0.00757895; -2.64795; 3.72715e-06; 0.141624; 0.00106485; 0.0244887; 0.000185602; -2.64594; 3.74481e-06
7.056; -2.61652; 0.000149931; 0.00631579; -2.64795; 3.72715e-06; 0.142031; 0.000888522; 0.0253597; 0.000160169; -2.64393; 3.75188e-06
7.072; -2.61424; 0.000155552; 0.00252632; -2.64795; 3.72715e-06; 0.142448; 0.000351341; 0.0259089; 6.54541e-05; -2.64192; 3.74861e-06
7.088; -2.61195; 0.000140979; -0.00631579; -2.64795; 3.72715e-06; 0.142864; -0.000910836; 0.0261248; -0.000165001; -2.63991; 3.73541e-06
7.104; -2.60966; 0.000140843; 1.73472e-17; -2.64795; 3.72715e-06; 0.143283; -8.52797e-06; 0.0260037; 4.51093e-19; -2.6379; 3.71281e-06
7.12; -2.60736; 0.000120378; -0.00884211; -2.64795; 3.72715e-06; 0.143685; -0.00127904; 0.0255421; -0.000225852; -2.63589; 3.68148e-06
7.136; -2.60505; 0.000120242; 1.38778e-17; -2.64795; 3.72715e-06; 0.144087; -8.52797e-06; 0.0247469; 3.43433e-19; -2.63388; 3.6422e-06
7.152; -2.60274; 0.000102587; -0.00757895; -2.64795; 3.72715e-06; 0.144461; -0.00110341; 0.0236228; -0.000179039; -2.63187; 3.59589e-06
7.168; -2.60043; 9.65967e-05; -0.00252632; -2.64795; 3.72715e-06; 0.14482; -0.000374389; 0.0221853; -5.60471e-05; -2.62986; 3.54356e-06
7.184; -2.5981; 0.000102327; 0.00252632; -2.64795; 3.72715e-06; 0.145147; 0.00035816; 0.0204495; 5.1662e-05; -2.62785; 3.48633e-06
7.2; -2.59578; 0.000116888; 0.00631579; -2.64795; 3.72715e-06; 0.145439; 0.000910049; 0.0184369; 0.000116445; -2.62584; 3.42538e-06
7.216; -2.59345; 0.000122641; 0.00252632; -2.64795; 3.72715e-06; 0.145701; 0.000359559; 0.0161736; 4.08596e-05; -2.62383; 3.36199e-06
7.232; -2.59111; 0.000116606; -0.00252632; -2.64795; 3.72715e-06; 0.14592; -0.000377168; 0.0136903; -3.4586e-05; -2.62182; 3.29749e-06
7.248; -2.58877; 0.000110565; -0.00252632; -2.64795; 3.72715e-06; 0.146096; -0.000377613; 0.011007; -2.78072e-05; -2.61982; 3.23316e-06
7.264; -2.58643; 0.000110428; 2.21177e-17; -2.64795; 3.72715e-06; 0.146227; -8.52797e-06; 0.0081655; 1.80602e-19; -2.61781; 3.16937e-06
7.28; -2.58409; 8.95929e-05; -0.00884211; -2.64795; 3.72715e-06; 0.146304; -0.0013022; 0.00520494; -4.60238e-05; -2.6158; 3.10643e-06
7.296; -2.58175; 0.000101287; 0.00505263; -2.64795; 3.72715e-06; 0.146343; 0.000730896; 0.00217265; 1.09777e-05; -2.61379; 3.04463e-06
7.312; -2.57941; 0.000101151; 1.47451e-17; -2.64795; 3.72715e-06; 0.146331; -8.52797e-06; -0.000880358; -1.2981e-20; -2.61178; 2.9842e-06
7.328; -2.57707; 0.000101014; 1.47451e-17; -2.64795; 3.72715e-06; 0.146269; -8.52797e-06; -0.00388587; -5.72977e-20; -2.60977; 2.92536e-06
7.344; -2.57473; 9.2016e-05; -0.00378947; -2.64795; 3.72715e-06; 0.146158; -0.000562393; -0.00683309; 2.58939e-05; -2.60776; 2.86852e-06
7.36; -2.57239; 9.48304e-05; 0.00126316; -2.64795; 3.72715e-06; 0.146005; 0.0001759; -0.00963624; -1.21721e-05; -2.60575; 2.81487e-06
7.376; -2.57006; 9.76408e-05; 0.00126316; -2.64795; 3.72715e-06; 0.145809; 0.000175652; -0.0122609; -1.54875e-05; -2.60374; 2.76555e-06
7.392; -2.56773; 9.45622e-05; -0.00126316; -2.64795; 3.72715e-06; 0.145574; -0.000192411; -0.014664; 1.8523e-05; -2.60173; 2.72169e-06
7.408; -2.56541; 0.000106173; 0.00505263; -2.64795; 3.72715e-06; 0.145304; 0.000725644; -0.0168059; -8.49149e-05; -2.59972; 2.68431e-06
7.424; -2.56309; 0.000106036; 1.82146e-17; -2.64795; 3.72715e-06; 0.145007; -8.52797e-06; -0.0186521; -3.39741e-19; -2.59771; 2.65436e-06
7.44; -2.56077; 0.0001059; 1.82146e-17; -2.64795; 3.72715e-06; 0.144684; -8.52797e-06; -0.0201719; -3.67423e-19; -2.5957; 2.63268e-06
7.456; -2.55846; 0.000105763; 1.82146e-17; -2.64795; 3.72715e-06; 0.144343; -8.52797e-06; -0.0213405; -3.88709e-19; -2.59369; 2.62001e-06
7.472; -2.55616; 0.000117267; 0.00505263; -2.64795; 3.72715e-06; 0.143987; 0.00071899; -0.0221387; -0.000111859; -2.59168; 2.61697e-06
7.488; -2.55386; 0.000122936; 0.00252632; -2.64795; 3.72715e-06; 0.143627; 0.000354321; -0.0225541; -5.69789e-05; -2.58967; 2.62403e-06
7.504; -2.55157; 0.000137277; 0.00631579; -2.64795; 3.72715e-06; 0.143264; 0.000896307; -0.0225788; -0.000142605; -2.58766; 2.64155e-06
7.52; -2.54928; 0.000142917; 0.00252632; -2.64795; 3.72715e-06; 0.142911; 0.00035251; -0.0222138; -5.61191e-05; -2.58565; 2.66972e-06
7.536; -2.547; 0.000128374; -0.00631579; -2.64795; 3.72715e-06; 0.142565; -0.000908949; -0.0214632; 0.000135559; -2.58364; 2.70862e-06
7.552; -2.54473; 0.000131112; 0.00126316; -2.64795; 3.72715e-06; 0.142242; 0.000171146; -0.0203406; -2.56934e-05; -2.58163; 2.75817e-06
7.568; -2.54245; 0.000130976; 2.23346e-17; -2.64795; 3.72715e-06; 0.14194; -8.52797e-06; -0.0188629; -4.21294e-19; -2.57962; 2.81814e-06
7.584; -2.54019; 0.000119387; -0.00505263; -2.64795; 3.72715e-06; 0.141666; -0.000724318; -0.017054; 8.61681e-05; -2.57761; 2.88817e-06
7.6; -2.53793; 0.000122109; 0.00126316; -2.64795; 3.72715e-06; 0.141428; 0.000170118; -0.0149436; -1.88761e-05; -2.5756; 2.96777e-06
7.616; -2.53567; 0.000116264; -0.00252632; -2.64795; 3.72715e-06; 0.141227; -0.000365312; -0.0125651; 3.17435e-05; -2.57359; 3.05629e-06
7.632; -2.53341; 0.000118978; 0.00126316; -2.64795; 3.72715e-06; 0.141068; 0.000169663; -0.00995719; -1.25775e-05; -2.57158; 3.15299e-06
